15619,藻类
13569,草莓
1537,益生菌/初乳
15602,啤酒
12634,补肾壮阳
2681,葡萄酒
1109,美体文胸
9246,日常必备
14207,孕产服务
630,女式手表
9238,发热护具
1502,避孕套
3992,肝肾养护
1028,瑞士表店
1704,3段奶粉
12617,当归
2668,海南
9844,厨房卫浴
1077,办公文具
1616,青少年健康
1115,孕妇服饰
12595,轮椅
6443,人参鹿茸
1545,XL/XXL号
1066,室外球类
4697,童鞋
511,钟表
519,台灯
457,无痕挂钩
12232,亚洲
1144,精油香氛
12246,牛排
1534,果泥/果汁
14736,甜酒
2670,云南
14936,外套/大衣
1509,中医保健
2568,宠物家居用品
13900,眼镜配件
1614,女性保健
5000,孕妇护肤
1039,套锅
1246,两性用品
624,酸奶机
4696,华中
9203,调节三高
6477,失眠健忘
12165,耐缺氧
1243,中医器械
532,电吹风
12231,西南
2665,辽宁
9839,书房家具
12601,成人尿裤
1642,边桌/茶几
6460,补充蛋白
12233,欧洲
11223,T恤
386,成人保洁
14934,衬衫
1061,时尚家饰
12179,燕窝
1573,毛绒布艺
1633,抱枕靠垫
1703,2段奶粉
14697,充气/仿真娃娃
6444,灵芝仙草
1542,S号
450,台灯
14210,中医理疗
15609,婴童隔尿垫/巾
1659,家装软饰
15608,婴童布尿裤/尿布
1632,蚊帐
1568,学步车
1335,厨用小件
12197,辅食料理机
3985,啤酒
11967,花瓶花艺
14369,模型玩具
6453,妇科调理
14932,校服/校服定制
3993,更多疾病保健
458,防噪音耳塞
13592,水饺/馄饨
1149,眼部护理
1041,刀具
1120,面部护理
1146,爽肤水
12644,妇科用药
3981,大家具
4998,孕妈装
5023,冲调品
13589,蛋类
1046,其它厨房用品
5002,妈咪包/背婴带
4690,华北
12597,智能健康
1063,清洁用品
5021,糖果/巧克力
13902,其他用药
557,微波炉
6861,氛围照明
929,床品件套
1325,压力锅
9439,啤酒
11232,凉鞋
9245,防裂抗冻
15565,榴莲
1067,游泳用品
14758,80年代前
12183,鹿茸
530,电动牙刷
2676,食用油
1019,鞋帽
336,日用清洁品
1516,防裂抗冻
560,净化器
9210,健康茶饮
1215,数码摄影包
12253,腊肠/腊肉
12180,阿胶
15240,肚兜
1618,热销礼品
13588,鸭肉
4964,移门/壁柜
1328,煎锅
14949,凉鞋
1233,男士保健
7059,妈妈护肤
956,益智玩具
1556,宝宝护肤
1142,精油香氛
3986,咖啡/奶茶
4969,其他建材
355,避孕用具
6456,生长发育
605,体温计
1572,遥控玩具
1656,雨伞雨具
15616,婴童床单/床褥
1627,被子
12204,普洱
12641,肠胃消化
11225,裙子
1122,彩妆
6448,调内分泌
1124,男士专区
1004,其它家具用品
4700,Cosplay
9438,葡萄酒
1040,水具
6564,禽蛋
1540,婴幼营养
9213,其他
4965,橱柜
12188,制氧机
558,收音机
13196,特殊商品
11964,帘艺隔断
13293,婴儿床垫
451,电熨斗
1510,康复辅助
13557,车厘子/樱桃
14405,地垫
1241,理疗器械
1082,专业电脑包
1562,座便器
11962,布艺软饰
1123,香水香氛
1163,护理用品
4955,LED灯
2649,山东
14735,贵腐
4958,瓷砖
495,康体仪器
1087,丝袜棉袜
1230,洗浴用品
13785,收纳架/篮
1238,成分保健
9242,康复辅助
13171,特殊商品
15603,收藏酒/陈年老酒
13556,奇异果/猕猴桃
1055,实用家具
12194,提篮式
14755,无醇/果啤
2664,吉林
1506,情趣内衣
14700,跳蛋
2647,山西
9201,调节免疫
14752,烈性啤酒
12174,膳食纤维
625,冷热箱
12615,青钱柳
6450,丰胸瘦身
1079,时尚休闲包
1064,缝纫用品
14361,音响
11963,凉席
14948,棉鞋
12643,男科/泌尿
9206,心脑养护
1327,蒸锅
13714,维生素矿物质
7060,奶瓶奶嘴
9205,明目益智
531,按摩器
12255,半成品
6467,晕车晕船
12633,感冒咳嗽
452,电吹风
2654,上海
14748,烧酒
1057,收纳空间
1106,魅力男装
6475,调节三高
1504,润滑液
1636,书架/CD架
580,其它汽车用品
4999,防辐射服
11229,运动鞋
942,闹钟挂钟
12600,护理液
12228,华中
11166,装饰摆件
10975,饮用水
534,榨汁机
12629,其他
1598,白酒/黄酒
11224,裤子
3987,高血脂保健
1094,流行眼镜
1634,毛巾浴巾
7062,文胸/内裤
12645,儿科用药
9228,其他
1655,收纳用品
15618,软足类
1100,袖扣
1539,清火/开胃
6454,妇科洗剂
12609,男用延时
4959,地板
2657,河南
12245,海产干货
12244,贝类
13189,特殊商品
13172,特殊商品
13578,半加工蔬菜
1640,鞋架/鞋柜
1059,卫浴用品
1145,精油香氛
454,ZIPPO打火机
14208,美容塑形
1608,骨骼健康
12212,黑茶
2572,镜前灯
518,手电筒
14365,配置酒
947,健康电器
9214,左旋肉碱
6902,装修设计
539,电子秤
1543,M号
13895,透明隐形
1341,美食工具
1538,钙铁锌/维生素
12198,待产护理
6457,促进消化
13573,叶菜类
2645,天津
1606,美体养颜
1139,面部清洁
2666,广东
490,咖啡壶
12612,枸杞
1593,蜜饯果干
13226,特殊商品
453,剃须刀
14745,龙舌兰
6563,海鲜水产
1110,背心
1629,床单/床笠
13604,低温奶
14353,家纺
14950,靴子
13294,婴儿餐椅
5158,免疫调节
2644,北京
14754,原浆啤酒
15247,奶酪黄油
1650,装饰灯
12192,滑板车
1535,肉松/饼干
1091,其他功能包
341,刮须刀
12258,礼品卡券
9399,面条/粥
12252,熟食
1116,电热毯
1641,电视储物柜
12234,北美洲
1075,羽绒服棉服
12236,澳洲
6319,孕期营养
13292,防溢乳垫
11233,功能鞋
5001,产后塑身
1130,男士专区
1056,照明灯具
6451,补气补血
12608,日常护理
9465,无糖食品
3978,宝宝服饰
14366,营养型保健品
14741,预调酒
2652,浙江
9200,美容养颜
9207,肠胃养护
1533,米粉/菜粉
3963,女童
12210,花果茶
12216,卡券
932,四季被芯
647,赠品
1245,急救卫生
11231,靴子
3989,糖尿病保健
15605,鸡尾酒/预调酒
607,其它个人护理用品
13558,芒果
14759,80年代
603,电饭锅/煲
12177,牛初乳
6466,营养茶饮
4692,西南
6478,强身健体
1617,更多礼品
6565,鲜肉
491,吸尘器
1003,儿童家居
577,车载电源设备
14942,雨鞋
14209,心理咨询
609,其它厨卫用品
11164,节庆饰品
13562,柚子
12604,暖贴
9204,补气养血
13783,收纳箱/盒
1324,炒锅
13781,收纳袋/包
1138,面膜面贴
1595,饼干蛋糕
13594,面点
1552,儿童餐具
4963,五金工具
12230,华南
13176,特殊商品
953,动漫人物
1594,糖果/巧克力
1340,组合套装
12238,进口水果
1220,特许商品
13241,避孕用药
1156,尿裤湿巾
11236,家居床品(已废除)
1030,国产表店
4986,赠品
12168,改善贫血
11226,羽绒服
6315,婴儿鞋帽袜
11237,安全防护(已废除)
6317,安全防护
1113,家居睡衣
628,希格水壶
5024,米面调味
1155,营养品
1210,婴儿服纺
1654,应急灯/手电
12594,助听器
13044,拐杖
11167,保暖防护
12178,酵素
14933,毛衣/针织衫
6476,延年益寿
9838,餐厅家具
12588,体温计
1162,宝宝服饰
1018,运动服饰
1239,疾病预防
2661,青海
15051,水
1626,床品套件
2650,江苏
11235,婴儿礼盒
529,血压计
13571,更多水果
950,纤体瑜伽
1600,洋酒
12205,龙井
13572,水果礼盒/券
1705,4段奶粉
2659,陕西
1579,音乐玩具
4691,西北
9224,番茄红素
15052,饮料
6561,水果
1092,工艺藏品
1242,按摩器械
15617,婴童床围
1564,婴儿床
14053,瓜
1256,滋补调养
14359,美容美体仪
7054,孕妈奶粉
4693,东北
14747,清酒
15614,婴童枕芯/枕套
14726,老白干香型
12623,健肌粉
15123,西式烘焙
1101,仿真模型
6312,羊奶粉
1336,酒具/杯具
1644,晒衣架/烫衣板
6462,补充维矿
1083,学生书包
1517,口罩
1034,翡翠玉石
14367,功能型保健品
13175,特殊商品
6449,祛斑除疤
922,厨卫
9436,黄酒/养生酒
419,护肤
12208,乌龙茶
13584,猪肉
12206,绿茶
12589,体重秤
420,香水
1070,钓鱼用具
4960,厨卫
6472,补肾健体
12200,蜂蜜/柚子茶
13819,枕套枕巾
4992,赠品
13582,牛肉
14947,帆布鞋
528,理发器
12636,止痛镇痛
1042,保鲜盒
515,日用电器
12209,花草茶
343,女用剃毛器
9243,五官护理
11843,户外/运动服
2570,宠物服饰
12625,褪黑素
4996,安全座椅
9235,情爱玩具
14762,2000年后
1032,黄金铂金
1126,口腔护理
9217,维生素C
6452,补肺养阴
1240,保健检测
